,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ELECTSECFOREIGN18,KAVANAUGH18,TRUMP4,VOTE2016,TRUMPFP18,CONTROLHOUSE,VETVOTER,FTVOTER18,ABORTION18
747,26228,2,2.0,1,2.0,8,4,6,4,2.0,1,2,5,3,1,1,1,1,1,Version 1,3.15723419189453,1,1,2,2,1,3,2,1,2,2.0,2.0,1
748,26229,1,1.0,2,1.0,6,3,2,5,2.0,3,3,4,2,6,1,1,1,2,Version 1,5.2834358215332,2,1,2,2,2,1,1,3,1,2.0,2.0,1
749,26230,2,2.0,1,2.0,8,4,6,4,2.0,1,2,5,3,1,1,1,1,1,Version 1,6.31446838378906,1,1,2,1,1,3,2,1,2,2.0,2.0,1
750,26231,1,1.0,2,1.0,5,3,4,5,2.0,1,2,6,1,2,1,1,1,2,Version 1,7.28037786483765,2,1,2,1,2,1,1,3,1,2.0,2.0,1
751,26232,1,1.0,1,1.0,6,11,4,1,1.0,6,1,1,1,5,3,1,1,3,Version 1,13.6133527755737,5,2,2,3,2,2,1,2,1,2.0,2.0,1
752,26233,1,1.0,1,1.0,6,3,2,5,2.0,3,3,3,1,4,1,1,1,1,Version 1,2.27194499969482,1,1,2,2,3,1,1,3,1,2.0,2.0,1
809,26290,2,,2,,8,4,12,4,,1,2,6,3,1,1,3,2,3,Version 1,1.11234736442566,2,1,31,3,1,3,2,1,2,2.0,2.0,2
810,26291,2,,2,,8,4,12,3,,1,2,6,1,2,1,3,2,3,Version 1,1.02369892597198,2,1,31,3,1,4,2,1,2,2.0,2.0,2
811,26292,1,,1,,8,4,4,5,,2,1,1,1,5,1,3,1,1,Version 1,.381227731704712,1,1,31,2,2,1,1,3,1,2.0,2.0,1
812,26293,2,,1,,8,4,6,1,,3,3,3,3,3,1,3,2,3,Version 1,3.2601170539856,1,1,31,3,1,3,2,1,2,2.0,1.0,3
813,26294,2,,1,,8,8,12,5,,5,3,3,1,4,2,3,2,3,Version 1,.414390832185745,3,2,31,2,2,2,2,3,3,2.0,2.0,1
814,26295,1,,1,,8,4,6,5,,3,3,3,1,4,1,3,2,3,Version 1,.762455463409424,1,1,31,3,2,1,1,3,1,2.0,2.0,1
815,26296,1,,1,,3,2,4,4,,2,1,1,2,7,1,3,2,3,Version 1,5.13272857666016,1,1,31,2,2,1,1,3,1,2.0,2.0,1
816,26297,1,,1,,8,4,4,4,,3,3,3,1,4,1,3,1,1,Version 1,.931007564067841,1,1,31,2,3,1,1,3,1,2.0,2.0,1
817,26298,1,,2,,7,4,4,4,,3,3,4,2,6,1,3,2,3,Version 1,1.59208619594574,2,1,31,2,2,1,1,3,1,1.0,2.0,1
818,26299,1,,2,,6,3,13,4,,2,1,2,2,7,1,3,2,3,Version 1,1.90239894390106,2,1,31,2,2,1,1,3,1,2.0,2.0,1
819,26300,1,,2,,8,4,13,5,,3,3,4,1,4,1,3,2,3,Version 1,.455482482910156,2,1,31,2,2,1,1,3,1,2.0,2.0,3
820,26301,1,,1,,7,4,1,3,,3,3,3,1,4,1,3,2,3,Version 1,1.26011383533478,1,1,31,2,2,1,1,3,1,2.0,2.0,1
821,26302,1,,1,,6,13,1,2,,8,1,1,2,7,4,3,5,3,Version 1,.902243196964264,7,2,31,1,3,4,1,4,1,2.0,2.0,1
822,26303,1,,2,,6,7,3,2,,4,1,2,2,7,2,3,2,3,Version 1,1.10235261917114,4,2,31,2,2,1,1,2,1,2.0,2.0,1
823,26304,2,,2,,8,4,1,5,,1,2,6,3,1,1,3,2,3,Version 1,.303654998540878,2,1,31,2,1,4,2,2,2,1.0,2.0,2
824,26305,1,,1,,8,4,10,5,,2,1,1,2,7,1,3,2,3,Version 1,1.11303079128265,1,1,31,2,2,1,1,3,1,2.0,2.0,1
825,26306,1,,2,,4,6,9,4,,5,3,4,2,6,2,3,3,3,Version 1,1.17223370075226,4,2,31,2,2,1,1,3,1,2.0,1.0,2
826,26307,2,,2,,8,4,7,4,,1,2,6,3,1,1,3,2,3,Version 1,1.08253479003906,2,1,31,1,1,4,2,2,2,2.0,2.0,3
827,26308,2,,2,,6,3,7,1,,1,2,6,3,1,1,3,5,3,Version 1,2.28170204162598,2,1,31,2,1,3,2,1,2,2.0,2.0,2
828,26309,2,,1,,8,4,7,4,,1,2,5,3,1,1,3,1,1,Version 1,.46550378203392,1,1,31,1,1,3,2,1,2,2.0,2.0,2
829,26310,2,,1,,6,3,1,2,,1,2,5,1,2,1,3,1,1,Version 1,1.27320671081543,1,1,31,1,1,3,2,2,2,2.0,2.0,1
830,26311,2,,2,,8,4,5,2,,3,3,4,3,3,1,3,5,3,Version 1,.577078819274902,2,1,31,3,1,3,2,1,2,2.0,2.0,2
831,26312,2,,2,,8,8,11,2,,1,2,6,3,1,2,3,5,3,Version 1,1.25455820560455,4,2,31,3,1,3,2,1,2,1.0,2.0,3
832,26313,1,,1,,8,4,11,3,,2,1,1,2,7,1,3,4,3,Version 1,.428405493497849,1,1,31,2,2,1,1,3,1,2.0,2.0,1
833,26314,2,,1,,8,4,10,5,,1,2,5,3,1,1,3,1,1,Version 1,1.52491092681885,1,1,31,1,1,4,2,2,2,2.0,2.0,2
834,26315,1,,1,,6,3,10,3,,2,1,1,2,7,1,3,2,3,Version 1,1.50572192668915,1,1,31,2,2,1,1,3,1,2.0,2.0,1
835,26316,1,,1,,5,3,10,5,,3,3,3,1,4,1,3,1,1,Version 1,2.69528317451477,1,1,31,1,2,2,1,3,1,2.0,2.0,1
836,26317,1,,1,,8,4,12,4,,2,1,1,2,7,1,3,3,3,Version 1,1.35908281803131,1,1,31,2,2,1,1,3,1,2.0,2.0,1
837,26318,1,,1,,8,12,13,1,,6,1,1,2,7,3,3,1,3,Version 1,.873577535152435,5,2,31,3,2,1,1,3,1,2.0,1.0,1
838,26319,1,,2,,8,8,4,2,,5,4,4,1,4,2,3,2,3,Version 1,.313639551401138,4,2,31,3,2,1,1,3,3,2.0,2.0,3
839,26320,1,,1,,7,4,7,5,,3,3,3,2,6,1,3,2,3,Version 1,1.63693678379059,1,1,31,2,3,1,1,4,1,2.0,2.0,1
840,26321,1,,2,,8,8,1,1,,4,1,2,1,5,2,3,5,3,Version 1,1.07945477962494,4,2,31,2,1,4,1,4,1,2.0,2.0,1
842,26323,2,,2,,6,7,10,5,,5,4,4,3,3,2,3,5,3,Version 1,1.69351279735565,4,2,31,1,1,3,2,1,2,2.0,2.0,2
843,26324,2,,1,,6,3,10,3,,1,2,5,3,1,1,3,5,3,Version 1,1.50572192668915,1,1,31,2,1,3,2,1,2,2.0,2.0,2
844,26325,2,,2,,8,4,10,1,,3,3,4,3,3,1,3,1,2,Version 1,3.89511609077454,2,1,31,1,1,3,2,1,2,1.0,2.0,2
845,26326,2,,2,,8,4,7,4,,1,2,6,3,1,1,3,1,2,Version 1,.370782464742661,2,1,31,1,1,3,2,1,2,2.0,2.0,2
846,26327,2,,2,,8,4,11,1,,1,2,6,3,1,1,3,4,3,Version 1,.649186015129089,2,1,31,2,1,3,2,1,2,1.0,2.0,1
847,26328,2,,2,,8,4,10,2,,1,2,6,3,1,1,3,1,2,Version 1,.577078819274902,2,1,31,1,1,3,2,1,2,2.0,2.0,2
1193,26674,1,,1,,8,8,4,3,,4,1,1,1,5,2,4,1,3,Version 1,.408077865839005,3,2,18,2,3,1,4,2,1,2.0,2.0,1
1195,26676,1,,2,,6,3,3,4,,2,1,2,2,7,1,4,1,2,Version 1,2.17963790893555,2,1,18,2,2,1,1,3,1,2.0,2.0,1
1198,26679,1,,2,,1,1,1,4,,2,1,2,2,7,1,4,1,2,Version 1,5.23833608627319,2,1,7,1,2,1,1,3,1,2.0,2.0,1
1246,26727,1,1.0,2,2.0,7,4,1,3,,2,1,2,2,7,1,2,5,3,Version 1,.580327570438385,2,1,21,3,2,5,1,1,1,2.0,2.0,1
1248,26729,1,1.0,1,1.0,8,4,7,4,,3,4,3,2,6,1,2,5,3,Version 1,1.07659101486206,1,1,21,2,2,1,1,3,1,2.0,2.0,1
1269,26750,2,,2,,8,4,3,2,,3,3,4,3,3,1,3,2,3,Version 1,.972688496112823,2,1,16,2,2,3,2,1,2,1.0,2.0,1
1271,26752,2,,2,,8,4,3,1,,1,2,6,3,1,1,3,2,3,Version 1,3.34770703315735,2,1,16,1,1,3,2,1,2,1.0,2.0,2
1273,26754,2,,2,,8,4,6,2,,1,2,6,3,1,1,3,1,2,Version 1,.972688496112823,2,1,16,1,1,3,2,1,2,1.0,2.0,2
1275,26756,2,,1,,7,4,4,2,,1,2,5,3,1,1,3,5,3,Version 1,3.59196877479553,1,1,16,1,1,3,2,1,2,2.0,2.0,2
1279,26760,1,,2,,3,6,1,5,,4,1,2,2,7,2,3,5,3,Version 1,2.84673595428467,4,2,3,1,2,1,1,3,1,2.0,2.0,1
1280,26761,2,,1,,6,3,4,4,,1,2,5,3,1,1,3,5,3,Version 1,1.27976143360138,1,1,3,3,1,4,2,1,2,2.0,2.0,3
1281,26762,1,,1,,8,4,2,1,,2,1,1,1,5,1,3,1,1,Version 1,2.55005311965942,1,1,3,2,2,1,1,3,1,2.0,2.0,1
1282,26763,1,,2,,4,6,2,5,,5,3,4,1,4,2,3,2,3,Version 1,1.50183260440826,4,2,3,2,2,2,1,1,1,1.0,2.0,3
1283,26764,2,,2,,7,4,2,4,,1,2,6,3,1,1,3,2,3,Version 1,1.24532473087311,2,1,3,1,1,3,2,1,2,2.0,2.0,2
1284,26765,2,,2,,3,2,3,2,,1,2,6,3,1,1,3,2,3,Version 1,1.70472204685211,2,1,3,3,3,3,2,1,2,2.0,2.0,3
1285,26766,1,,1,,8,8,2,1,,4,1,1,1,5,2,3,2,3,Version 1,1.38594138622284,3,2,3,2,2,1,1,3,1,2.0,2.0,2
1286,26767,1,,2,,8,4,3,2,,3,4,4,2,6,1,3,5,3,Version 1,.345247715711594,2,1,3,2,2,1,3,3,1,1.0,2.0,1
1287,26768,1,,2,,7,4,2,4,,2,1,2,2,7,1,3,2,3,Version 1,.213270083069801,2,1,3,2,2,1,1,3,1,2.0,2.0,1
1288,26769,2,,1,,2,1,1,1,,1,2,5,3,1,1,3,1,1,Version 1,13.7317028045654,1,1,3,2,1,3,2,1,2,2.0,1.0,2
1289,26770,3,,2,,8,4,3,3,,2,1,2,1,5,1,3,2,3,Version 1,.133455663919449,2,1,3,3,3,1,1,4,3,1.0,2.0,3
1477,26958,2,,2,,6,3,1,5,,1,2,6,3,1,1,4,1,2,Version 1,.558348059654236,2,1,19,2,1,4,2,1,2,1.0,2.0,2
1478,26959,1,,2,,6,3,2,4,,2,1,2,2,7,1,4,1,2,Version 1,1.36355829238892,2,1,19,1,1,2,1,2,1,2.0,2.0,1
1479,26960,2,,2,,8,4,2,4,,3,3,4,1,4,1,4,2,3,Version 1,.387957364320755,2,1,19,1,1,4,2,1,2,2.0,2.0,1
1480,26961,1,,1,,6,7,5,4,,4,1,1,3,5,2,4,1,3,Version 1,2.7164146900177,3,2,19,3,3,1,1,3,1,2.0,2.0,2
1481,26962,1,,1,,6,3,6,4,,3,3,3,2,6,1,4,1,1,Version 1,.855948805809021,1,1,19,2,2,1,1,3,1,2.0,2.0,1
1482,26963,2,,2,,4,2,7,4,,3,3,4,3,3,1,4,3,3,Version 1,3.29439806938171,2,1,19,1,1,2,3,1,3,2.0,2.0,1
1483,26964,1,,2,,3,2,8,4,,3,3,4,2,6,1,4,3,3,Version 1,1.46516442298889,2,1,19,2,2,1,1,3,1,2.0,2.0,1
1484,26965,2,,1,,8,4,4,4,,3,3,3,3,3,1,4,1,1,Version 1,.730599343776703,1,1,19,3,1,3,2,1,2,2.0,2.0,2
1485,26966,3,,2,,8,4,9,3,,2,1,2,1,5,1,4,1,2,Version 1,.178519561886787,2,1,19,2,2,1,1,3,1,1.0,2.0,1
1486,26967,2,,2,,8,4,1,1,,3,3,4,3,3,1,4,1,2,Version 1,2.71702718734741,2,1,19,3,1,3,2,1,2,1.0,2.0,3
1530,27011,1,,2,,4,2,7,4,,3,3,4,2,6,1,1,1,2,Version 1,1.61870431900024,2,1,5,1,2,1,1,3,1,2.0,2.0,1
1532,27013,2,,1,,8,4,4,5,,3,3,3,1,4,1,1,1,1,Version 1,1.67065227031708,1,1,5,1,1,3,2,1,2,2.0,2.0,1
1533,27014,3,,1,,5,3,4,4,,3,3,3,3,3,1,1,1,1,Version 1,1.69199621677399,1,1,5,1,1,4,2,2,2,2.0,2.0,1
1534,27015,1,,1,,8,4,7,4,,2,1,1,2,7,1,1,1,1,Version 1,.698718369007111,1,1,5,3,2,1,1,3,1,2.0,2.0,1
1535,27016,2,,1,,8,4,2,3,,3,3,3,1,4,1,1,2,3,Version 1,.321517020463943,1,1,5,1,1,3,2,1,2,2.0,2.0,1
1537,27018,2,,2,,3,10,2,5,,7,4,4,3,3,3,1,1,3,Version 1,2.41218328475952,6,2,5,1,1,3,2,1,2,2.0,2.0,2
1538,27019,1,,2,,8,12,7,1,,6,1,2,3,5,3,1,1,3,Version 1,1.36551570892334,6,2,5,3,2,2,1,2,1,2.0,2.0,2
1539,27020,1,,1,,8,4,5,2,,3,3,3,1,4,1,1,1,1,Version 1,2.17494416236877,1,1,5,2,2,1,1,3,1,1.0,2.0,1
1540,27021,2,,2,,8,4,5,5,,1,2,6,3,1,1,1,2,3,Version 1,.455784291028976,2,1,5,3,1,4,2,2,2,1.0,2.0,3
1541,27022,2,,2,,8,4,3,5,,1,2,6,3,1,1,1,1,2,Version 1,.455784291028976,2,1,5,1,1,3,2,1,2,2.0,2.0,2
1542,27023,2,,1,,2,1,3,2,,1,2,5,3,1,1,1,5,3,Version 1,14.2260818481445,1,1,5,1,3,4,2,1,2,2.0,2.0,1
1543,27024,1,,2,,5,3,3,1,,3,4,4,2,6,1,1,5,3,Version 1,13.7783727645874,2,1,5,2,2,1,1,3,1,2.0,2.0,1
1544,27025,2,,2,,7,4,3,2,,1,2,6,3,1,1,1,2,3,Version 1,1.27391004562378,2,1,5,1,1,3,2,1,2,2.0,2.0,1
1545,27026,1,,2,,8,4,3,5,,3,3,4,2,6,1,1,5,3,Version 1,1.3307056427002,2,1,5,3,2,1,1,3,1,2.0,2.0,1
1546,27027,1,,1,,3,6,4,3,,4,1,1,1,5,2,1,2,3,Version 1,4.96795511245728,3,2,5,3,3,1,1,3,1,2.0,2.0,1
1548,27029,1,,1,,7,12,3,5,,6,1,1,2,7,3,1,5,3,Version 1,.294833421707153,5,2,5,2,2,1,1,3,1,2.0,2.0,2
1549,27030,1,,1,,4,2,5,4,,2,1,1,2,7,1,1,1,1,Version 1,4.06444787979126,1,1,5,1,3,1,1,3,1,1.0,2.0,1
1550,27031,1,,1,,8,4,2,5,,2,1,1,2,7,1,1,1,1,Version 1,.57222044467926,1,1,5,2,2,1,1,3,1,2.0,2.0,1
1551,27032,1,,1,,8,4,3,1,,2,1,1,1,5,1,1,1,1,Version 1,1.8713790178299,1,1,5,3,2,1,1,3,1,2.0,2.0,1
1552,27033,1,,1,,8,12,1,1,,6,1,1,2,7,3,1,3,3,Version 1,3.4287097454071,5,2,5,2,2,1,1,3,1,2.0,2.0,1
1553,27034,1,,1,,5,3,7,2,,3,3,3,1,4,1,1,1,1,Version 1,7.9001727104187,1,1,5,2,2,1,1,3,1,2.0,1.0,1
1554,27035,1,,1,,8,4,5,4,,3,3,3,2,6,1,1,2,3,Version 1,2.03997492790222,1,1,5,2,2,1,1,3,1,2.0,2.0,1
1556,27037,2,,1,,8,4,7,5,,3,3,3,1,4,1,1,1,1,Version 1,.57222044467926,1,1,5,2,1,3,2,1,2,2.0,2.0,1
1558,27039,2,,2,,8,4,3,4,,1,2,6,3,1,1,1,5,3,Version 1,.556542158126831,2,1,5,1,1,3,2,1,2,1.0,1.0,2
1559,27040,2,,2,,8,13,6,5,,1,2,6,3,1,4,1,1,3,Version 1,.422283798456192,7,2,5,1,1,3,2,1,2,2.0,2.0,1
1560,27041,2,,2,,8,4,5,5,,3,3,4,3,3,1,1,2,3,Version 1,.911568582057953,2,1,5,1,1,3,2,1,2,1.0,2.0,1
1561,27042,2,,1,,8,4,3,5,,1,2,5,1,2,1,1,5,3,Version 1,1.67065227031708,1,1,5,3,1,3,3,1,2,2.0,2.0,1
1562,27043,2,,1,,6,3,4,4,,1,2,5,3,1,1,1,2,3,Version 1,3.58496189117432,1,1,5,2,1,3,2,1,2,2.0,2.0,2
1564,27045,1,,1,,6,11,5,1,1.0,6,1,1,2,7,3,4,1,3,Version 1,4.46748161315918,5,2,28,2,2,1,1,3,1,2.0,2.0,1
1565,27046,1,,1,,6,3,11,3,2.0,2,1,1,1,5,1,4,1,1,Version 1,3.35139799118042,1,1,28,2,2,1,1,3,1,2.0,2.0,1
1566,27047,3,,1,,4,6,12,4,2.0,4,1,1,1,5,2,4,2,3,Version 1,.818916320800781,3,2,28,1,2,2,1,3,1,2.0,1.0,1
1567,27048,1,,2,,8,4,5,5,2.0,1,2,6,1,2,1,4,1,2,Version 1,1.01380145549774,2,1,28,2,2,1,1,3,1,2.0,2.0,1
1568,27049,1,,1,,8,4,2,1,2.0,2,1,1,1,5,1,4,1,1,Version 1,7.25628662109375,1,1,28,2,2,1,1,3,1,2.0,2.0,1
1569,27050,2,,2,,2,9,10,3,1.0,7,4,4,1,4,3,4,2,3,Version 1,3.48087120056152,6,2,28,1,1,4,2,1,2,2.0,1.0,1
1607,27088,1,1.0,1,1.0,8,4,21,2,2.0,2,1,1,1,5,1,3,1,1,Version 1,1.35684955120087,1,1,41,2,2,1,1,3,1,2.0,2.0,1
1608,27089,1,4.0,1,1.0,8,4,12,2,2.0,2,1,1,2,7,1,3,3,3,Version 1,1.35684955120087,1,1,41,2,2,1,1,3,1,2.0,2.0,1
1610,27091,1,1.0,2,1.0,8,8,23,5,2.0,4,1,2,2,7,2,3,3,3,Version 1,1.2363133430481,4,2,41,2,2,1,1,3,1,1.0,2.0,1
1612,27093,2,2.0,1,2.0,8,4,5,2,2.0,1,2,5,3,1,1,3,1,1,Version 1,2.71369910240173,1,1,41,3,1,3,2,1,2,2.0,2.0,2
1613,27094,1,1.0,1,1.0,5,3,10,3,2.0,1,2,5,1,2,1,3,1,1,Version 1,3.88574886322021,1,1,41,2,2,1,1,3,1,2.0,2.0,1
1615,27096,2,2.0,2,2.0,7,4,2,1,2.0,3,3,4,3,3,1,3,1,2,Version 1,3.57615542411804,2,1,41,3,1,3,2,1,2,2.0,2.0,2
1616,27097,2,2.0,1,2.0,8,4,23,5,2.0,3,3,3,3,3,1,3,5,3,Version 1,1.42793023586273,1,1,41,1,1,3,2,1,2,2.0,2.0,2
1617,27098,2,2.0,2,2.0,7,4,32,4,2.0,3,3,4,3,3,1,3,1,2,Version 1,1.02126014232636,2,1,41,2,1,3,2,1,3,2.0,2.0,1
1618,27099,2,2.0,1,2.0,8,4,13,2,2.0,3,3,3,1,4,1,3,5,3,Version 1,1.35684955120087,1,1,41,2,2,1,1,3,2,2.0,1.0,2
1619,27100,2,2.0,1,2.0,8,4,19,2,2.0,3,3,3,3,3,1,3,5,3,Version 1,.678424775600433,1,1,41,2,1,1,3,3,2,2.0,2.0,1
1620,27101,2,2.0,1,,8,4,31,4,2.0,1,2,5,1,2,1,3,2,3,Version 1,.871797740459442,1,1,41,1,1,2,2,3,3,2.0,2.0,1
1621,27102,4,2.0,1,1.0,8,4,23,1,2.0,3,3,3,1,4,1,3,1,1,Version 1,3.05278158187866,1,1,41,3,1,3,1,4,3,2.0,2.0,1
1623,27104,1,1.0,1,1.0,8,12,29,1,1.0,6,1,1,2,7,2,3,3,3,Version 1,1.06950867176056,5,2,41,2,2,5,1,4,1,2.0,2.0,3
1624,27105,1,1.0,1,1.0,6,3,25,1,2.0,2,1,1,2,7,1,3,3,3,Version 1,13.8598642349243,1,1,41,2,2,1,1,3,1,2.0,2.0,1
1625,27106,2,2.0,1,2.0,7,4,36,4,2.0,1,2,5,3,1,1,3,1,1,Version 1,3.84646415710449,1,1,41,1,1,3,2,1,2,2.0,2.0,2
1626,27107,2,2.0,1,2.0,8,4,14,1,2.0,1,2,5,3,1,1,3,2,3,Version 1,2.33493781089783,1,1,41,1,1,4,2,1,2,2.0,2.0,2
1628,27109,2,2.0,1,2.0,8,4,13,4,2.0,1,2,5,3,1,1,3,2,3,Version 1,.871797740459442,1,1,41,3,1,3,3,1,2,2.0,2.0,3
1629,27110,1,1.0,1,1.0,6,3,21,5,2.0,3,3,3,1,4,1,3,3,3,Version 1,2.50938177108765,1,1,41,2,2,1,1,3,1,2.0,2.0,1
1630,27111,2,2.0,2,2.0,6,3,12,1,2.0,3,4,4,3,3,1,3,3,3,Version 1,4.2731819152832,2,1,41,1,1,3,2,1,2,2.0,2.0,1
1631,27112,1,1.0,1,1.0,8,4,32,4,2.0,3,3,3,1,4,1,3,1,1,Version 1,.435898870229721,1,1,41,2,2,1,3,3,1,2.0,1.0,1
1632,27113,2,2.0,2,2.0,8,4,1,2,2.0,1,2,6,3,1,1,3,2,3,Version 1,2.16151213645935,2,1,41,3,1,3,2,1,2,1.0,2.0,1
1634,27115,1,1.0,1,1.0,8,8,9,3,2.0,5,3,3,1,4,2,3,3,3,Version 1,.872113823890686,3,2,41,2,2,1,3,3,1,2.0,2.0,1
1636,27117,2,2.0,1,2.0,8,4,8,4,2.0,1,2,5,3,1,1,3,1,1,Version 1,.871797740459442,1,1,41,2,1,3,2,1,2,2.0,1.0,1
1637,27118,2,2.0,2,2.0,8,4,17,4,2.0,1,2,6,3,1,1,3,2,3,Version 1,.531118333339691,2,1,41,3,1,3,2,1,2,1.0,2.0,2
1638,27119,1,1.0,2,1.0,8,4,33,4,2.0,3,4,4,2,6,1,3,3,3,Version 1,.694403171539307,2,1,41,3,2,1,1,3,1,1.0,2.0,2
1639,27120,1,1.0,1,1.0,7,13,27,4,2.0,8,1,1,1,5,4,3,2,3,Version 1,.593957662582397,7,2,41,2,2,1,3,3,1,1.0,2.0,1
1640,27121,2,2.0,2,2.0,8,4,10,4,2.0,1,2,6,3,1,1,3,5,3,Version 1,1.38880634307861,2,1,41,1,1,3,2,1,2,1.0,2.0,2
1641,27122,2,2.0,2,2.0,4,2,32,1,2.0,1,2,6,3,1,1,3,1,2,Version 1,7.07230663299561,2,1,41,1,1,3,2,1,2,2.0,1.0,3
1642,27123,2,2.0,2,2.0,8,4,1,5,2.0,3,3,4,1,4,1,3,1,2,Version 1,.853029787540436,2,1,41,2,1,4,3,1,2,2.0,2.0,3
1643,27124,1,1.0,1,1.0,7,12,19,3,1.0,6,1,1,1,5,3,3,2,3,Version 1,1.65356338024139,5,2,41,2,2,1,1,3,1,2.0,2.0,1
1644,27125,2,2.0,1,2.0,8,4,11,2,2.0,1,2,5,3,1,1,3,2,3,Version 1,2.71369910240173,1,1,41,1,1,3,2,3,2,2.0,2.0,1
1646,27127,1,1.0,2,1.0,8,4,21,2,2.0,3,3,4,2,6,1,3,2,3,Version 1,3.24226808547974,2,1,41,1,2,2,1,3,1,1.0,2.0,1
1647,27128,1,1.0,2,1.0,8,4,18,4,2.0,2,1,2,1,5,1,3,3,3,Version 1,1.06223666667938,2,1,41,2,2,1,1,3,1,2.0,2.0,1
1648,27129,1,1.0,2,1.0,7,4,21,2,2.0,2,1,2,1,5,1,3,3,3,Version 1,.794735074043274,2,1,41,3,2,1,4,3,1,2.0,2.0,1
1649,27130,2,2.0,1,2.0,8,4,1,2,2.0,3,3,3,3,3,1,3,5,3,Version 1,.678424775600433,1,1,41,1,1,3,2,1,2,2.0,2.0,2
1650,27131,1,1.0,2,1.0,7,13,36,5,2.0,8,1,2,2,7,4,3,1,3,Version 1,.774894714355469,7,2,41,2,2,1,1,3,1,1.0,2.0,1
1651,27132,1,1.0,1,1.0,8,12,12,1,1.0,6,1,1,2,7,3,3,5,3,Version 1,6.41705226898193,5,2,41,1,1,1,1,2,1,2.0,2.0,1
1652,27133,2,2.0,1,2.0,4,2,8,4,2.0,1,2,5,3,1,1,3,1,1,Version 1,2.53562545776367,1,1,41,1,1,3,2,1,2,2.0,2.0,3
1653,27134,1,1.0,1,1.0,8,12,16,2,1.0,6,1,1,1,5,3,3,3,3,Version 1,.475357443094254,5,2,41,2,2,1,1,2,1,2.0,2.0,1
1655,27136,1,1.0,2,1.0,7,8,30,4,2.0,5,3,4,2,6,2,3,1,3,Version 1,2.22019934654236,4,2,41,2,2,1,1,3,1,2.0,2.0,1
1656,27137,1,1.0,1,1.0,8,8,33,4,2.0,4,1,1,2,7,2,3,1,3,Version 1,.47381779551506,3,2,41,2,2,1,1,3,1,2.0,2.0,1
1657,27138,1,1.0,1,1.0,6,7,28,5,2.0,4,1,1,1,5,2,3,3,3,Version 1,3.98185157775879,3,2,41,3,2,2,1,3,1,1.0,2.0,1
1658,27139,2,2.0,1,2.0,3,10,11,4,1.0,1,2,5,3,1,3,3,2,3,Version 1,6.73533821105957,5,2,41,1,1,3,2,1,2,2.0,1.0,1
1659,27140,2,2.0,2,2.0,6,3,6,4,2.0,1,2,6,3,1,1,3,2,3,Version 1,3.56282186508179,2,1,41,1,1,3,2,1,2,2.0,2.0,3
1660,27141,2,2.0,1,2.0,6,11,28,3,1.0,1,2,5,1,2,3,3,3,3,Version 1,3.95171761512756,5,2,41,2,1,4,2,2,2,2.0,2.0,1
1661,27142,1,1.0,1,1.0,4,2,10,4,2.0,2,1,1,1,5,1,3,1,1,Version 1,7.40300178527832,1,1,41,2,2,1,1,3,1,2.0,2.0,1
1662,27143,2,2.0,1,2.0,6,11,16,4,1.0,1,2,5,3,1,3,3,1,3,Version 1,3.13412809371948,5,2,41,3,1,3,2,1,2,2.0,2.0,2
1663,27144,1,1.0,2,1.0,8,12,16,3,1.0,6,1,2,2,7,3,3,1,3,Version 1,1.30732858181,6,2,41,2,2,1,1,3,1,1.0,1.0,1
1664,27145,4,2.0,2,1.0,8,12,16,3,1.0,7,3,4,1,4,1,3,1,3,Version 1,.447777301073074,6,2,41,1,1,3,2,1,3,2.0,2.0,1
1665,27146,2,2.0,2,2.0,6,3,5,4,2.0,1,2,6,3,1,1,3,3,3,Version 1,3.56282186508179,2,1,41,3,1,3,2,4,2,2.0,2.0,3
1666,27147,1,1.0,2,1.0,5,11,6,4,1.0,7,3,4,1,4,3,3,1,3,Version 1,2.35644602775574,6,2,41,2,2,1,1,3,1,2.0,2.0,1
1667,27148,2,2.0,2,2.0,6,3,29,1,2.0,1,2,6,3,1,1,3,3,3,Version 1,12.4759616851807,2,1,41,2,1,3,2,1,2,2.0,2.0,1
1669,27150,2,2.0,2,2.0,6,11,36,1,1.0,1,2,6,3,1,4,3,5,3,Version 1,8.7416353225708,6,2,41,1,1,3,2,1,2,1.0,2.0,3
1670,27151,1,1.0,1,1.0,8,12,12,1,1.0,6,1,1,3,5,3,3,3,3,Version 1,6.24506521224976,5,2,41,1,3,3,1,2,1,2.0,2.0,2
1671,27152,2,2.0,2,2.0,8,4,33,1,2.0,3,3,4,3,3,1,3,3,3,Version 1,7.09928035736084,2,1,41,1,1,3,2,1,2,1.0,2.0,2
1672,27153,1,1.0,1,1.0,7,8,17,2,2.0,4,1,1,1,5,2,3,1,3,Version 1,6.33293056488037,3,2,41,2,2,1,1,3,1,2.0,2.0,1
1673,27154,2,2.0,1,2.0,7,4,1,4,2.0,1,2,5,1,2,1,3,2,3,Version 1,3.74337339401245,1,1,41,3,1,4,2,4,2,2.0,2.0,2
