,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ATTEND16,ATTREL,BOYSGIRLS,BRNAGAIN,CHILD18,CHILDBOY,CHILDGIRL,ISSUE18,MARRIED,PARENTS,TRUMP4,WOMEN,HEALTHPRE18,GUN16,SEXUALHARASS,SEXWED,GUNOWNER12,RELIGN18
10610,48203,2,2.0,2,1.0,1,1,22,2,2.0,1,2,6,1,2,1,1,3,3,Version 3,1.0677093267440798,2,1,4,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2.0,2.0,3,2,2,2,2,4.0,1.0,7.0
10617,48222,1,1.0,1,1.0,1,1,12,2,2.0,2,1,1,1,5,1,2,3,3,Version 3,0.392687380313873,1,1,33,3.0,3.0,4.0,2.0,1.0,2.0,1.0,4,2.0,3.0,1,2,1,1,2,3.0,1.0,2.0
10621,48230,2,2.0,2,2.0,5,3,4,1,2.0,1,2,6,3,1,1,4,1,2,Version 3,0.773594200611115,2,1,36,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2.0,4.0,4,3,2,2,3,4.0,2.0,1.0
10622,48236,1,1.0,1,1.0,1,9,14,4,1.0,6,1,1,2,7,3,4,3,3,Version 3,0.327460527420044,5,2,30,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3,2.0,3.0,1,1,1,1,1,3.0,2.0,1.0
10626,48253,1,1.0,2,2.0,8,4,15,5,2.0,1,2,6,1,2,1,4,1,2,Version 3,1.27106714248657,2,1,36,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,3,2,1,1,2,2.0,1.0,1.0
10630,48262,2,2.0,2,2.0,6,3,2,2,2.0,3,4,4,3,3,1,4,1,2,Version 3,0.646032989025116,2,1,30,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2,1.0,4.0,4,2,2,2,2,2.0,2.0,1.0
10635,48270,1,1.0,1,1.0,6,7,3,2,2.0,4,1,1,2,7,2,4,3,3,Version 3,0.31264930963516196,3,2,36,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4,1.0,3.0,1,2,1,1,2,1.0,2.0,3.0
10637,48273,1,1.0,1,1.0,6,3,12,4,2.0,2,1,1,2,7,1,2,2,3,Version 3,0.33724108338356,1,1,20,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,3.0,1,1,1,1,1,1.0,1.0,7.0
10641,48280,1,1.0,2,2.0,6,11,3,4,1.0,7,3,4,1,4,3,2,1,3,Version 3,0.630855262279511,6,2,20,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,2,3,1,1,2,4.0,1.0,3.0
10645,48287,1,,1,1.0,3,6,1,5,2.0,5,3,3,2,6,2,4,1,3,Version 3,0.183815464377403,3,2,7,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1,2.0,3.0,1,2,1,1,1,3.0,2.0,3.0
10651,48301,1,1.0,2,1.0,2,1,18,4,2.0,2,1,2,1,5,1,4,2,3,Version 3,0.24243085086345698,2,1,36,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,2,3,1,1,3,4.0,2.0,7.0
10656,48314,2,2.0,2,2.0,7,4,9,2,2.0,1,2,6,3,1,1,4,2,3,Version 3,1.14188051223755,2,1,36,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,3,3,2,2,3,4.0,1.0,7.0
10660,48321,1,,1,1.0,2,5,1,2,2.0,4,1,1,1,5,2,4,1,3,Version 3,0.132281988859177,3,2,7,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1,2.0,3.0,1,2,1,1,1,3.0,2.0,3.0
10672,48347,1,1.0,1,3.0,8,8,2,4,2.0,4,1,1,1,5,2,4,5,3,Version 3,0.32489949464798,3,2,17,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,2,3.0,2.0,2.0
10675,48355,3,3.0,2,3.0,2,9,35,2,1.0,7,4,4,3,3,3,1,2,3,Version 3,0.6376420855522161,6,2,4,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1,2.0,4.0,1,1,1,2,2,4.0,2.0,7.0
10678,48360,1,1.0,2,1.0,7,4,1,2,2.0,2,1,2,1,5,1,4,5,3,Version 3,0.330104261636734,2,1,17,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,2,4.0,2.0,6.0
10679,48361,2,2.0,1,,8,4,5,1,2.0,1,2,5,1,2,1,3,1,1,Version 3,0.865139544010162,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,3,1,2,2,1,1.0,1.0,3.0
10684,48375,1,,1,1.0,1,9,1,3,1.0,6,1,1,1,5,3,4,1,3,Version 3,0.11701237410306901,5,2,7,4.0,1.0,2.0,2.0,1.0,1.0,1.0,3,2.0,3.0,1,2,1,1,2,3.0,2.0,7.0
10699,48413,1,1.0,2,1.0,1,9,12,4,1.0,6,1,2,2,7,1,2,3,3,Version 3,0.4494332671165471,6,2,33,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,2.0,1.0
10702,48419,2,,1,2.0,7,4,3,4,2.0,1,2,5,3,1,1,3,1,1,Version 3,0.857546210289001,1,1,22,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,3,3,2,2,2,1.0,1.0,2.0
10706,48428,2,2.0,2,,3,2,1,2,2.0,1,2,6,1,2,1,3,2,3,Version 3,0.33481493592262296,2,1,9,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,4,1,2,1,1,4.0,1.0,7.0
10709,48438,2,2.0,1,,7,4,4,4,2.0,1,2,5,3,1,1,3,5,3,Version 3,2.1488950252533,1,1,1,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,3,4,2,2,2,1.0,1.0,2.0
10715,48445,1,1.0,1,1.0,5,7,4,2,2.0,4,1,1,2,7,2,4,1,3,Version 3,0.5131664872169489,3,2,36,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1,2.0,3.0,1,2,1,2,1,3.0,2.0,3.0
10718,48450,1,1.0,1,1.0,8,4,17,2,2.0,2,1,1,1,5,1,4,1,1,Version 3,1.4889645576477097,1,1,36,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1,2,1,1,2,3.0,1.0,2.0
10728,48468,2,2.0,2,2.0,6,3,9,3,2.0,1,2,6,3,1,1,4,2,3,Version 3,0.7445844411849979,2,1,36,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1.0,2.0,3,2,1,2,2,2.0,2.0,3.0
10729,48471,1,1.0,1,3.0,2,1,1,3,2.0,3,3,3,2,6,1,4,1,1,Version 3,0.149133145809174,1,1,17,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,1.0,6.0
10731,48478,2,2.0,1,,1,1,4,1,2.0,1,2,5,1,2,1,3,5,3,Version 3,0.942760407924652,1,1,1,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,4,3,2,1,1,3.0,2.0,3.0
10732,48479,1,1.0,2,1.0,6,11,2,2,1.0,7,4,4,1,4,2,4,1,3,Version 3,0.528426766395569,6,2,30,4.0,1.0,3.0,2.0,1.0,1.0,2.0,5,2.0,4.0,1,2,1,1,2,4.0,2.0,7.0
10733,48482,1,1.0,1,1.0,1,13,12,4,,8,3,3,2,6,5,2,2,3,Version 3,0.28880661725997897,7,2,20,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1,1,1,1,1,3.0,2.0,7.0
10736,48485,1,1.0,1,1.0,6,3,17,1,2.0,2,1,1,2,7,1,4,1,1,Version 3,0.69905298948288,1,1,36,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1,1,1,2,1,1.0,2.0,1.0
10741,48497,1,,2,1.0,3,6,2,2,2.0,4,1,2,3,5,2,3,5,3,Version 3,0.29772487282753,4,2,22,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,1,1,1,2,1,2.0,1.0,3.0
10744,48502,1,1.0,1,1.0,3,6,3,2,2.0,4,1,1,1,5,2,4,3,3,Version 3,0.31264930963516196,3,2,36,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4,2.0,3.0,1,1,1,1,2,3.0,2.0,3.0
10745,48506,2,2.0,2,2.0,2,1,8,4,2.0,1,2,6,1,2,1,2,1,2,Version 3,0.8277770876884459,2,1,20,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4,2.0,2.0,4,2,2,2,3,4.0,1.0,2.0
10747,48509,2,2.0,2,2.0,1,1,12,4,2.0,3,4,4,3,3,1,2,3,3,Version 3,0.7219445705413822,2,1,33,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,4,4,2,2,3,4.0,1.0,6.0
10749,48511,2,1.0,2,2.0,6,3,17,4,2.0,1,2,6,3,1,1,4,1,2,Version 3,1.65463197231293,2,1,36,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1.0,2.0,3,3,2,2,3,2.0,2.0,3.0
10752,48517,1,1.0,1,1.0,3,13,18,4,2.0,8,1,1,2,7,4,4,2,3,Version 3,0.250747263431549,7,2,36,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,1.0,7.0
10763,48546,1,1.0,2,1.0,6,3,17,4,2.0,3,3,4,1,4,1,4,1,2,Version 3,0.861975729465485,2,1,36,4.0,3.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,2,2,1,1,3,2.0,2.0,2.0
10766,48552,1,,1,1.0,6,7,1,5,2.0,4,1,1,2,7,2,4,1,3,Version 3,0.183815464377403,3,2,7,1.0,4.0,4.0,1.0,1.0,2.0,1.0,4,1.0,3.0,1,1,1,1,1,1.0,2.0,2.0
10772,48566,2,,1,2.0,7,4,3,2,2.0,1,2,5,3,1,1,3,1,1,Version 3,0.857546210289001,1,1,22,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,3,2,2,2,1,1.0,1.0,2.0
10777,48580,1,1.0,2,1.0,8,4,4,4,2.0,1,2,6,3,1,1,4,1,2,Version 3,0.8583829998970028,2,1,36,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,2,2,1,1,3,2.0,2.0,2.0
10794,48614,1,1.0,2,1.0,3,6,18,1,2.0,4,1,2,3,5,2,4,2,3,Version 3,0.349534541368485,4,2,36,2.0,1.0,4.0,2.0,1.0,2.0,1.0,4,2.0,4.0,1,1,1,1,1,4.0,2.0,7.0
10795,48616,1,3.0,1,3.0,2,1,1,4,2.0,3,4,3,2,6,1,4,1,1,Version 3,0.149133145809174,1,1,17,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,4,2,3,1,2,3.0,1.0,6.0
10799,48623,1,1.0,1,1.0,3,2,5,5,2.0,2,1,1,2,7,1,2,1,1,Version 3,0.6037485003471371,1,1,33,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3,1.0,3.0,1,1,1,1,1,1.0,2.0,3.0
10802,48627,2,2.0,2,2.0,8,4,3,5,2.0,1,2,6,3,1,1,2,1,2,Version 3,1.8014025688171398,2,1,20,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,3,2,2,2,2,2.0,2.0,1.0
10813,48653,1,1.0,1,1.0,8,8,3,4,2.0,4,1,1,1,5,2,4,3,3,Version 3,0.47947311401367204,3,2,36,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1.0,1.0,1,1,1,1,1,1.0,2.0,3.0
10814,48657,2,2.0,2,2.0,8,4,4,4,2.0,1,2,6,1,2,1,4,1,2,Version 3,1.1863694190979,2,1,36,4.0,3.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,2,2,1,1,2,2.0,1.0,2.0
10815,48660,1,,1,3.0,2,1,1,2,2.0,3,3,3,1,4,1,4,1,1,Version 3,0.127491101622581,1,1,7,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,6.0
10817,48662,2,2.0,2,2.0,3,2,17,5,2.0,1,2,6,3,1,1,4,1,2,Version 3,1.1913349628448502,2,1,36,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,4,3,1,2,3,4.0,2.0,2.0
10825,48673,1,1.0,2,1.0,1,5,3,1,2.0,4,1,2,2,7,2,4,3,3,Version 3,0.270460903644562,4,2,36,4.0,1.0,1.0,2.0,2.0,2.0,2.0,5,2.0,2.0,1,1,1,1,1,4.0,2.0,7.0
10829,48681,1,1.0,1,1.0,4,10,14,2,1.0,6,1,1,1,5,3,4,3,3,Version 3,0.41763052344322205,5,2,30,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3,1.0,3.0,3,1,1,1,1,1.0,1.0,6.0
10836,48693,1,3.0,1,3.0,8,4,1,2,2.0,1,2,5,3,1,1,4,5,3,Version 3,0.267710953950882,1,1,17,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,2.0,2.0
10842,48704,1,1.0,1,,8,4,3,1,2.0,2,1,1,1,5,1,2,3,3,Version 3,1.23353576660156,1,1,11,2.0,2.0,4.0,2.0,1.0,2.0,1.0,4,1.0,3.0,1,1,1,1,1,1.0,2.0,1.0
10843,48705,1,1.0,1,,8,4,3,1,2.0,2,1,1,1,5,1,2,3,3,Version 3,1.23353576660156,1,1,11,2.0,2.0,4.0,2.0,1.0,2.0,1.0,4,1.0,3.0,1,1,1,1,1,1.0,2.0,1.0
10845,48711,1,1.0,1,1.0,6,3,35,4,2.0,2,1,1,2,7,1,1,2,3,Version 3,0.377935439348221,1,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1,1,1,1,1,1.0,2.0,7.0
10850,48719,1,1.0,1,1.0,8,4,5,2,2.0,2,1,1,1,5,1,4,1,1,Version 3,0.678515493869781,1,1,36,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1,2.0,3.0,1,1,1,1,2,3.0,2.0,1.0
10866,48752,1,1.0,2,3.0,1,1,1,4,2.0,2,1,2,2,7,1,4,5,3,Version 3,0.168776154518127,2,1,17,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,2,1,1,1,1,4.0,2.0,7.0
10875,48770,1,,2,1.0,5,7,2,3,2.0,4,1,2,3,5,2,3,5,3,Version 3,0.29772487282753,4,2,22,1.0,1.0,4.0,1.0,1.0,2.0,1.0,4,1.0,4.0,1,4,1,1,1,2.0,1.0,3.0
10884,48793,1,1.0,2,1.0,6,3,8,1,2.0,3,3,4,2,6,1,2,1,2,Version 3,0.601738929748535,2,1,20,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,2,1,1,2,4.0,1.0,3.0
10894,48815,1,1.0,1,,1,5,6,2,2.0,5,3,3,2,6,2,3,1,3,Version 3,0.223057717084885,3,2,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2.0,3.0,1,1,1,1,1,3.0,2.0,6.0
10901,48829,1,1.0,1,,6,3,5,4,2.0,2,1,1,1,5,1,3,1,1,Version 3,0.368036299943924,1,1,1,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1.0,1.0,1,2,1,1,2,1.0,2.0,1.0
10904,48834,1,,1,1.0,4,2,1,4,2.0,2,1,1,2,7,1,4,1,1,Version 3,0.17021897435188302,1,1,7,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,3.0,1,1,1,1,1,1.0,1.0,3.0
10905,48836,1,1.0,1,1.0,3,2,3,5,2.0,2,1,1,2,7,1,4,3,3,Version 3,0.24744795262813601,1,1,36,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,2,3.0,1.0,3.0
10911,48848,1,1.0,1,1.0,6,3,4,3,2.0,2,1,1,1,5,1,4,1,1,Version 3,0.453930526971817,1,1,36,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,2.0,2.0
10914,48858,1,1.0,1,1.0,8,4,5,5,2.0,2,1,1,1,5,1,2,1,1,Version 3,1.07324397563934,1,1,33,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1,1,1,1,1,1.0,2.0,1.0
10915,48859,1,3.0,1,3.0,7,4,2,1,2.0,2,1,1,3,5,1,4,1,1,Version 3,0.528186500072479,1,1,17,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2.0,1.0,1,1,2,1,1,3.0,1.0,3.0
10916,48860,1,1.0,1,1.0,1,5,15,3,2.0,4,1,1,1,5,2,4,3,3,Version 3,0.287386447191238,3,2,30,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3,2.0,3.0,1,1,1,3,1,3.0,2.0,5.0
10918,48868,1,,2,1.0,7,8,2,1,2.0,4,1,2,3,5,2,3,5,3,Version 3,0.530683636665344,4,2,22,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,1,3,1,1,1,4.0,1.0,3.0
10932,48896,1,1.0,1,1.0,5,3,17,5,2.0,2,1,1,2,7,1,4,1,1,Version 3,0.69905298948288,1,1,36,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,3.0,1,1,1,1,2,1.0,2.0,7.0
10935,48904,2,,1,2.0,8,4,3,5,2.0,1,2,5,3,1,1,3,1,1,Version 3,0.857546210289001,1,1,22,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2.0,1.0,3,2,2,1,1,3.0,2.0,3.0
10936,48905,1,1.0,2,1.0,8,8,8,2,2.0,5,3,4,2,6,2,4,1,3,Version 3,0.983166754245758,4,2,36,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,2.0,3.0
10943,48922,1,1.0,2,1.0,1,1,5,4,2.0,2,1,2,2,7,1,4,1,2,Version 3,0.427764445543289,2,1,36,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,1,1,2,4.0,2.0,7.0
10950,48931,2,,1,2.0,6,3,3,3,2.0,3,4,3,3,3,1,2,1,1,Version 3,0.885421633720398,1,1,20,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,4,2,3,1,2,3.0,1.0,3.0
10951,48932,2,2.0,1,1.0,8,4,9,2,2.0,3,3,3,1,4,1,4,2,3,Version 3,0.926052749156952,1,1,36,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,3,3,2,1,2,1.0,1.0,4.0
10955,48944,1,1.0,1,,4,10,6,4,1.0,7,3,3,1,4,3,3,1,3,Version 3,0.368036299943924,5,2,1,1.0,5.0,3.0,2.0,1.0,1.0,2.0,1,1.0,3.0,1,1,1,1,2,1.0,2.0,1.0
10956,48945,1,,1,1.0,7,8,1,1,2.0,4,1,1,1,5,2,4,1,3,Version 3,0.295109808444977,3,2,7,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1,2.0,3.0,1,2,1,1,1,3.0,2.0,6.0
10970,48973,1,1.0,2,1.0,6,3,2,2,2.0,2,1,2,2,7,1,4,1,2,Version 3,0.46742922067642206,2,1,30,4.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1.0,4.0,1,1,1,3,1,2.0,2.0,1.0
10976,48986,1,,1,1.0,7,4,1,2,2.0,2,1,1,2,7,1,4,1,1,Version 3,0.24935603141784698,1,1,7,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,3.0,1,1,1,3,1,1.0,2.0,3.0
10980,48993,1,1.0,2,1.0,6,3,7,2,2.0,2,1,2,1,5,1,2,2,3,Version 3,0.6629326939582819,2,1,20,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,1,1,1,4.0,2.0,1.0
10982,48998,1,1.0,2,3.0,8,4,1,5,2.0,2,1,2,1,5,1,4,5,3,Version 3,0.330104261636734,2,1,17,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,1.0,2.0
10988,49011,2,2.0,2,2.0,7,4,3,4,2.0,1,2,6,3,1,1,2,1,2,Version 3,1.8014025688171398,2,1,20,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,3,1,2,2,2,4.0,1.0,2.0
10994,49024,1,1.0,1,1.0,8,4,4,1,2.0,3,3,3,1,4,1,4,1,1,Version 3,0.696139276027679,1,1,36,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,1.0,1.0
11010,49054,1,1.0,1,1.0,1,5,8,4,2.0,4,1,1,1,5,2,4,1,3,Version 3,0.40766379237175004,3,2,36,3.0,2.0,3.0,2.0,1.0,1.0,2.0,4,2.0,3.0,1,1,1,1,2,3.0,2.0,1.0
11015,49064,2,2.0,2,2.0,6,3,2,2,2.0,1,2,6,1,2,1,4,1,2,Version 3,0.474867165088654,2,1,17,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,4,3,2,2,2,4.0,1.0,1.0
11018,49070,1,,2,1.0,6,7,1,5,2.0,4,1,2,2,7,2,4,1,3,Version 3,0.22665588557720198,4,2,7,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1,2.0,4.0,1,1,1,1,1,4.0,2.0,3.0
11020,49073,1,1.0,1,1.0,6,7,3,2,2.0,4,1,1,3,5,2,4,3,3,Version 3,0.31264930963516196,3,2,36,4.0,1.0,3.0,2.0,1.0,1.0,2.0,3,1.0,3.0,1,1,1,1,1,1.0,2.0,7.0
11021,49079,1,,1,1.0,6,3,1,5,2.0,2,1,1,2,7,1,4,1,1,Version 3,0.15343680977821397,1,1,7,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,1.0,7.0
11032,49112,2,2.0,1,,5,3,6,2,2.0,1,2,5,3,1,1,3,1,1,Version 3,0.485361784696579,1,1,1,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1,2.0,3.0,4,2,2,1,1,3.0,2.0,2.0
11050,49147,1,1.0,2,1.0,1,13,5,3,2.0,8,1,2,1,5,5,4,1,3,Version 3,0.427764445543289,7,2,36,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2,2.0,4.0,1,2,1,2,1,4.0,1.0,7.0
11051,49148,1,1.0,2,1.0,6,7,7,4,2.0,4,1,2,1,5,2,2,2,3,Version 3,0.504895508289337,4,2,20,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,2.0,3.0
11053,49150,1,1.0,1,1.0,6,11,14,1,1.0,6,1,1,2,7,3,4,3,3,Version 3,0.41763052344322205,5,2,30,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,1.0,3.0,4,1,1,1,2,1.0,2.0,1.0
11054,49151,1,,1,1.0,8,4,1,5,2.0,2,1,1,2,7,1,4,1,1,Version 3,0.23530779778957397,1,1,7,1.0,4.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1,2,1,1,2,1.0,2.0,2.0
11061,49171,1,1.0,1,1.0,1,1,9,1,2.0,2,1,1,1,5,1,4,4,3,Version 3,0.609023869037628,1,1,36,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1,1,1,1,1,3.0,2.0,3.0
11064,49176,2,,1,1.0,3,2,3,5,2.0,3,3,3,1,4,1,3,1,1,Version 3,0.48110175132751504,1,1,22,4.0,1.0,4.0,2.0,1.0,2.0,1.0,2,2.0,3.0,2,3,1,1,3,3.0,1.0,7.0
11065,49180,1,1.0,1,1.0,6,3,7,5,2.0,2,1,1,1,5,1,2,2,3,Version 3,0.5792301893234251,1,1,20,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2,1.0,3.0,2,1,1,1,1,1.0,2.0,6.0
11072,49193,2,2.0,1,2.0,4,2,8,3,2.0,1,2,5,3,1,1,2,1,1,Version 3,0.8445560336112979,1,1,20,1.0,5.0,3.0,1.0,1.0,1.0,2.0,4,1.0,3.0,3,4,2,2,2,1.0,1.0,1.0
11073,49195,1,1.0,1,1.0,7,8,18,1,2.0,4,1,1,2,7,2,4,2,3,Version 3,0.434722274541855,3,2,36,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1,1,1,1,1,3.0,2.0,7.0
11074,49196,1,1.0,2,1.0,8,4,5,2,2.0,3,3,4,1,4,1,4,1,2,Version 3,0.8366517424583441,2,1,36,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,2.0,4.0
11078,49205,2,2.0,2,2.0,3,2,1,4,2.0,1,2,6,3,1,1,2,2,3,Version 3,0.5797500014305109,2,1,25,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2,1.0,4.0,4,1,2,1,1,2.0,2.0,1.0
11080,49212,1,1.0,1,1.0,3,2,1,5,2.0,2,1,1,2,7,1,4,5,3,Version 3,0.174565896391869,1,1,17,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,3.0,1,1,1,1,1,1.0,1.0,7.0
11087,49225,1,1.0,1,1.0,8,8,3,3,2.0,4,1,1,2,7,2,4,3,3,Version 3,0.42900225520134,3,2,36,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,2.0,3.0
11089,49229,1,1.0,1,1.0,3,6,3,2,2.0,4,1,1,1,5,2,4,3,3,Version 3,0.31264930963516196,3,2,36,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3,2.0,3.0,1,1,1,1,1,3.0,2.0,3.0
11092,49235,2,2.0,1,2.0,6,3,2,4,2.0,1,2,5,3,1,1,4,1,1,Version 3,0.523925721645355,1,1,30,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,3,1,3,1,2,3.0,2.0,7.0
11097,49249,2,,1,2.0,6,3,1,1,2.0,1,2,5,3,1,1,4,1,1,Version 3,0.217534646391869,1,1,7,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,3,2,2,2,1,1.0,2.0,3.0
11104,49267,1,1.0,1,1.0,8,4,9,4,2.0,2,1,1,2,7,1,2,1,1,Version 3,1.2925509214401203,1,1,20,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2.0,1.0,1,1,1,1,1,3.0,2.0,7.0
11110,49278,1,1.0,1,1.0,8,8,3,2,2.0,4,1,1,2,7,2,4,3,3,Version 3,0.42900225520134,3,2,36,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4,2.0,1.0,1,1,1,1,2,3.0,2.0,3.0
11111,49281,1,1.0,1,1.0,3,2,7,4,2.0,2,1,1,2,7,1,2,2,3,Version 3,0.5792301893234251,1,1,20,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,2,1,1,1,1.0,1.0,1.0
11113,49287,2,2.0,1,,8,4,6,1,2.0,1,2,5,3,1,1,3,1,1,Version 3,0.865139544010162,1,1,1,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,3,4,2,1,5,3.0,1.0,2.0
11114,49290,1,1.0,2,1.0,6,11,18,3,1.0,7,4,4,1,4,2,4,2,3,Version 3,0.349534541368485,6,2,36,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,1.0,6.0
